   No. ,   SiO2  ,   Al2O3 ,   Na2O  ,   F     ,   K2O   ,   MnO   ,   CaO   ,   MgO   ,   TiO2  ,   FeO   ,   Cr2O3 ,   NiO   ,   Cl    ,   Rb2O  ,   BaO   ,  Total  ,Comment  ,Location,Sample,type,   Si  ,   Al,   Na  ,   K,   Mn ,   Ca,   Mg ,   Ti ,   Fe,   Cr,   Ni   ,   Rb ,   Ba   ,   Cl    ,   F     ,OH
73,42.34,10.21,0.18,2.51,11.03,0.02,0,24.8,1.68,3.83,,,,,,96.6,mrwy263_phl7_9 ,EH,MRWY263,lava+xeno,6.05,1.72,0.05,2.01,0,0,5.28,0.27,0.46,0,0,0,0,0,1.13,2.87
74,42.11,10.87,0.09,1.93,11.04,0.01,0.01,24.32,1.99,3.78,,,,,,96.16,mrwy263_phl7_10 ,EH,MRWY263,lava+xeno,6,1.82,0.03,2.01,0,0,5.16,0.32,0.45,0,0,0,0,0,0.87,3.13
75,42.21,10.48,0.12,2.41,11.06,0.01,0.01,24.59,1.91,3.72,,,,,,96.52,mrwy263_phl7_11 ,EH,MRWY263,lava+xeno,6.02,1.76,0.03,2.01,0,0,5.23,0.31,0.44,0,0,0,0,0,1.09,2.91
76,41.74,10.92,0.16,2.65,10.98,0.01,0.01,24.29,1.98,3.57,,,,,,96.31,mrwy263_phl7_12 ,EH,MRWY263,lava+xeno,5.98,1.84,0.05,2.01,0,0,5.19,0.32,0.43,0,0,0,0,0,1.2,2.8
77,41.83,10.55,0.16,2.23,11.01,0.02,0,24.34,1.95,3.75,,,,,,95.84,mrwy263_phl7_13 ,EH,MRWY263,lava+xeno,6,1.78,0.04,2.02,0,0,5.21,0.32,0.45,0,0,0,0,0,1.01,2.99
78,41.78,10.71,0.17,2.21,10.98,0,0,24.39,1.96,3.47,,,,,,95.67,mrwy263_phl7_14 ,EH,MRWY263,lava+xeno,5.99,1.81,0.05,2.01,0,0,5.22,0.32,0.42,0,0,0,0,0,1,3
79,41.87,10.62,0.18,2.41,10.95,0,0.01,24.49,1.89,3.51,,,,,,95.94,mrwy263_phl7_15 ,EH,MRWY263,lava+xeno,6,1.8,0.05,2,0,0,5.24,0.31,0.42,0,0,0,0,0,1.09,2.91
80,42.16,10.53,0.19,2.42,11,0.04,0.01,24.49,1.83,3.72,,,,,,96.38,mrwy263_phl7_16 ,EH,MRWY263,lava+xeno,6.03,1.77,0.05,2.01,0,0,5.22,0.3,0.44,0,0,0,0,0,1.09,2.91
85,39.86,16.99,0.05,1.64,12.64,0.02,0.07,18.18,0.76,4.09,,,,,,94.3,mrwy263_phl8_5 ,EH,MRWY263,lava+xeno,5.84,2.93,0.01,2.36,0,0.01,3.97,0.13,0.5,0,0,0,0,0,0.76,3.24
92,39.34,12.42,0.04,1.32,9.73,0.05,0.03,26.17,1.24,4.38,,,,,,94.72,mrwy263_phl8_12 ,EH,MRWY263,lava+xeno,5.68,2.11,0.01,1.79,0.01,0,5.63,0.2,0.53,0,0,0,0,0,0.6,3.4
95,42.39,10.53,0.2,3.24,11.16,0,0.01,24.91,2.02,3.76,,,,,,98.22,mrwy263_phl9_1 ,EH,MRWY263,lava+xeno,6,1.76,0.05,2.01,0,0,5.25,0.32,0.44,0,0,0,0,0,1.45,2.55
96,42.1,10.51,0.18,3.19,11.03,0.03,0,24.76,1.91,3.93,,,,,,97.65,mrwy263_phl9_2 ,EH,MRWY263,lava+xeno,5.99,1.76,0.05,2,0,0,5.25,0.31,0.47,0,0,0,0,0,1.44,2.56
97,42.33,10.65,0.1,2.49,11.14,0.02,0,24.61,1.99,3.91,,,,,,97.24,mrwy263_phl10_1 ,EH,MRWY263,lava+xeno,6,1.78,0.03,2.02,0,0,5.2,0.32,0.46,0,0,0,0,0,1.12,2.88
98,42.21,10.63,0.16,2.51,11.03,0.04,0,24.88,1.94,3.69,,,,,,97.09,mrwy263_phl10_2 ,EH,MRWY263,lava+xeno,5.99,1.78,0.04,2,0,0,5.26,0.31,0.44,0,0,0,0,0,1.13,2.87
99,41.96,10.67,0.17,2.72,11.09,0.01,0.01,24.4,1.98,3.93,,,,,,96.94,mrwy263_phl10_3 ,EH,MRWY263,lava+xeno,5.99,1.79,0.05,2.02,0,0,5.19,0.32,0.47,0,0,0,0,0,1.23,2.77
100,42.29,10.28,0.21,2.51,11,0.02,0,24.86,1.97,3.84,,,,,,96.98,mrwy263_phl10_4 ,EH,MRWY263,lava+xeno,6.01,1.72,0.06,2,0,0,5.27,0.32,0.46,0,0,0,0,0,1.13,2.87
101,42.41,10.21,0.16,2.39,10.98,0,0,24.94,1.95,3.93,,,,,,96.98,mrwy263_phl10_5 ,EH,MRWY263,lava+xeno,6.02,1.71,0.04,1.99,0,0,5.28,0.31,0.47,0,0,0,0,0,1.07,2.93
102,42.57,9.98,0.25,2.57,10.87,0.02,0.01,24.85,2,4.05,,,,,,97.17,mrwy263_phl10_6 ,EH,MRWY263,lava+xeno,6.04,1.67,0.07,1.97,0,0,5.26,0.32,0.48,0,0,0,0,0,1.15,2.85
103,41.99,10.94,0.07,2.37,10.99,0.01,0.01,24.09,2.22,3.99,,,,,,96.68,mrwy263_phl10_7 ,EH,MRWY263,lava+xeno,5.97,1.83,0.02,1.99,0,0,5.11,0.36,0.47,0,0,0,0,0,1.07,2.93
107,41.97,10.84,0.14,2.53,11.07,0.02,0,24.67,2,3.62,,,,,,96.87,mrwy263_phl11_1 ,EH,MRWY263,lava+xeno,5.97,1.82,0.04,2.01,0,0,5.23,0.32,0.43,0,0,0,0,0,1.14,2.86
108,41.74,11.62,0.13,2.17,11.06,0.01,0.01,24.49,2.12,2.81,,,,,,96.16,mrwy263_phl11_2 ,EH,MRWY263,lava+xeno,5.93,1.95,0.04,2,0,0,5.19,0.34,0.33,0,0,0,0,0,0.97,3.03
109,42.07,10.89,0.08,2.6,11.12,0,0,24.75,1.97,3.53,,,,,,97.01,mrwy263_phl11_3 ,EH,MRWY263,lava+xeno,5.98,1.82,0.02,2.02,0,0,5.24,0.32,0.42,0,0,0,0,0,1.17,2.83
110,41.97,10.67,0.18,2.35,10.97,0.01,0.01,24.84,1.77,3.5,,,,,,96.28,mrwy263_phl11_4 ,EH,MRWY263,lava+xeno,6,1.8,0.05,2,0,0,5.29,0.29,0.42,0,0,0,0,0,1.06,2.94
111,42.29,10.18,0.21,2.67,10.96,0,0.01,25.16,1.79,3.91,,,,,,97.18,mrwy263_phl11_5 ,EH,MRWY263,lava+xeno,6.02,1.71,0.06,1.99,0,0,5.34,0.29,0.47,0,0,0,0,0,1.2,2.8
112,42.37,10.81,0.18,1.97,11.07,0.03,0,24.91,1.91,3.46,,,,,,96.7,mrwy263_phl11_6 ,EH,MRWY263,lava+xeno,6,1.8,0.05,2,0,0,5.26,0.31,0.41,0,0,0,0,0,0.88,3.12
113,42.06,10.65,0.2,2.1,10.8,0,0.02,24.62,1.96,3.74,,,,,,96.15,mrwy263_phl12_1 ,EH,MRWY263,lava+xeno,6,1.79,0.05,1.96,0,0,5.23,0.32,0.45,0,0,0,0,0,0.95,3.05
114,42.19,10.38,0.21,2.67,10.96,0.04,0.01,24.68,1.95,3.75,,,,,,96.83,mrwy263_phl12_2 ,EH,MRWY263,lava+xeno,6.02,1.74,0.06,1.99,0,0,5.25,0.31,0.45,0,0,0,0,0,1.2,2.8
115,42.18,10.87,0.18,2.53,10.86,0.03,0,24.45,1.95,3.53,,,,,,96.59,mrwy263_phl12_3 ,EH,MRWY263,lava+xeno,6.01,1.82,0.05,1.97,0,0,5.19,0.31,0.42,0,0,0,0,0,1.14,2.86
116,42.06,10.43,0.15,2.89,11.06,0.04,0,24.62,1.99,3.96,,,,,,97.2,mrwy263_phl12_4 ,EH,MRWY263,lava+xeno,6,1.75,0.04,2.01,0,0,5.23,0.32,0.47,0,0,0,0,0,1.3,2.7
117,42.3,10.25,0.21,2.84,10.94,0,0.01,24.63,1.98,3.98,,,,,,97.14,mrwy263_phl12_5 ,EH,MRWY263,lava+xeno,6.03,1.72,0.06,1.99,0,0,5.23,0.32,0.47,0,0,0,0,0,1.28,2.72
118,42.15,10.53,0.12,2.36,11.08,0,0.02,24.54,1.88,3.74,,,,,,96.42,mrwy263_phl13_1 ,EH,MRWY263,lava+xeno,6.02,1.77,0.03,2.02,0,0,5.22,0.3,0.45,0,0,0,0,0,1.07,2.93
119,41.69,10.95,0.09,2.61,11.08,0.03,0,24.33,1.99,3.62,,,,,,96.38,mrwy263_phl13_2 ,EH,MRWY263,lava+xeno,5.97,1.85,0.02,2.02,0,0,5.19,0.32,0.43,0,0,0,0,0,1.18,2.82
120,41.96,10.62,0.11,2.6,11.02,0.02,0,24.36,1.99,3.72,,,,,,96.39,mrwy263_phl13_3 ,EH,MRWY263,lava+xeno,6,1.79,0.03,2.01,0,0,5.2,0.32,0.45,0,0,0,0,0,1.18,2.82
121,41.94,10.78,0.1,2.34,11.18,0.01,0,24.49,2,3.65,,,,,,96.5,mrwy263_phl13_4 ,EH,MRWY263,lava+xeno,5.98,1.81,0.03,2.03,0,0,5.21,0.32,0.44,0,0,0,0,0,1.06,2.94
122,42.01,10.72,0.15,2.66,11.17,0.03,0,24.5,1.96,3.59,,,,,,96.79,mrwy263_phl13_5 ,EH,MRWY263,lava+xeno,5.99,1.8,0.04,2.03,0,0,5.21,0.32,0.43,0,0,0,0,0,1.2,2.8
123,41.07,10.68,0.1,2.31,10.74,0,1.17,23.97,1.98,3.33,,,,,,95.35,mrwy263_phl13_6 ,EH,MRWY263,lava+xeno,5.94,1.82,0.03,1.98,0,0.18,5.16,0.32,0.4,0,0,0,0,0,1.06,2.94
124,42.07,10.83,0.1,2.61,11.23,0.02,0,24.59,2,3.38,,,,,,96.82,mrwy263_phl13_7 ,EH,MRWY263,lava+xeno,5.99,1.82,0.03,2.04,0,0,5.22,0.32,0.4,0,0,0,0,0,1.17,2.83
125,41.91,10.58,0.18,2.4,10.96,0.03,0.02,24.55,2.04,3.8,,,,,,96.47,mrwy263_phl13_8 ,EH,MRWY263,lava+xeno,5.98,1.78,0.05,2,0,0,5.22,0.33,0.45,0,0,0,0,0,1.08,2.92
126,42.44,10.94,0.2,2.49,10.97,0.01,0,24.73,1.72,3.19,,,,,,96.69,mrwy263_phl14_1 ,EH,MRWY263,lava+xeno,6.03,1.83,0.06,1.99,0,0,5.24,0.28,0.38,0,0,0,0,0,1.12,2.88
127,42.22,10.92,0.16,2.56,11.01,0.02,0,24.9,1.8,3.23,,,,,,96.83,mrwy263_phl14_2 ,EH,MRWY263,lava+xeno,6,1.83,0.05,2,0,0,5.27,0.29,0.38,0,0,0,0,0,1.15,2.85
128,41.63,11.24,0.16,2.16,10.95,0.01,0.01,24.39,1.95,1.47,,,,,,93.97,mrwy263_phl14_3 ,EH,MRWY263,lava+xeno,6.01,1.91,0.05,2.02,0,0,5.25,0.32,0.18,0,0,0,0,0,0.99,3.01
129,42.34,11.1,0.21,2.66,10.99,0.01,0,24.84,1.87,3.25,,,,,,97.28,mrwy263_phl14_4 ,EH,MRWY263,lava+xeno,5.99,1.85,0.06,1.98,0,0,5.24,0.3,0.38,0,0,0,0,0,1.19,2.81
130,42.28,11.1,0.12,2.44,11.1,0.02,0,25.04,1.9,3.05,,,,,,97.04,mrwy263_phl14_5 ,EH,MRWY263,lava+xeno,5.98,1.85,0.03,2,0,0,5.28,0.3,0.36,0,0,0,0,0,1.09,2.91
131,41.84,10.87,0.24,2.43,10.91,0,0,24.77,1.72,3.2,,,,,,95.98,mrwy263_phl14_6 ,EH,MRWY263,lava+xeno,5.99,1.84,0.07,1.99,0,0,5.29,0.28,0.38,0,0,0,0,0,1.1,2.9
132,41.97,10.53,0.09,2.46,10.95,0.03,0,24.4,2.29,4.01,,,,,,96.73,mrwy263_phl14_7 ,EH,MRWY263,lava+xeno,5.97,1.77,0.02,1.99,0,0,5.18,0.37,0.48,0,0,0,0,0,1.11,2.89
133,42.08,11.05,0.12,2.77,11.15,0.02,0,24.59,1.92,3.65,,,,,,97.36,mrwy263_phl14_8 ,EH,MRWY263,lava+xeno,5.97,1.85,0.03,2.02,0,0,5.2,0.31,0.43,0,0,0,0,0,1.24,2.76
134,39.81,7.42,0.25,1,9.96,0.06,0,14.54,10.13,10.16,,,,,,93.33,mrwy263_phl14_9 ,EH,MRWY263,lava+xeno,5.75,1.26,0.07,1.83,0.01,0,3.13,1.65,1.23,0,0,0,0,0,0.46,3.54
135,39.05,7.05,0.27,0.69,9.59,0.13,0.02,13.02,11.53,12.97,,,,,,94.33,mrwy263_phl14_10 ,EH,MRWY263,lava+xeno,5.6,1.19,0.08,1.76,0.02,0,2.78,1.87,1.56,0,0,0,0,0,0.31,3.69
136,39.08,7.2,0.29,0.97,9.81,0.1,0.14,13.94,11.52,12.44,,,,,,95.49,mrwy263_phl14_11 ,EH,MRWY263,lava+xeno,5.55,1.21,0.08,1.78,0.01,0.02,2.95,1.85,1.48,0,0,0,0,0,0.43,3.57
137,39.22,7.16,0.23,0.71,9.77,0.09,0,13.56,12.01,12.38,,,,,,95.13,mrwy263_phl14_12 ,EH,MRWY263,lava+xeno,5.56,1.2,0.06,1.77,0.01,0,2.86,1.92,1.47,0,0,0,0,0,0.32,3.68
139,39.38,14.61,0.07,1.34,11.01,0.02,0.03,22.74,0.97,3.78,,,,,,93.95,sveprije je 249 ,EH,MRWY263,lava+xeno,5.74,2.51,0.02,2.05,0,0.01,4.94,0.16,0.46,0,0,0,0,0,0.62,3.38
140,39.68,14.83,0.05,1.17,10.91,0.03,0.01,22.69,0.99,3.46,,,,,,93.83,mrwy263_phl1_1 ,EH,MRWY263,lava+xeno,5.76,2.54,0.02,2.02,0,0,4.91,0.16,0.42,0,0,0,0,0,0.54,3.46
157,41.75,11.16,0.11,3,10.91,0.02,0.03,24.91,1.69,3.31,,,,,,96.89,mrwy263_phl3_1 ,EH,MRWY263,lava+xeno,5.96,1.88,0.03,1.99,0,0,5.3,0.27,0.4,0,0,0,0,0,1.35,2.65
158,41.8,11.26,0.11,3,11.04,0.02,0,25.18,1.81,2.68,,,,,,96.9,mrwy263_phl3_2 ,EH,MRWY263,lava+xeno,5.95,1.89,0.03,2.01,0,0,5.34,0.29,0.32,0,0,0,0,0,1.35,2.65
159,42.05,10.88,0.14,2.87,11.05,0.02,0,25.16,1.67,3.06,,,,,,96.9,mrwy263_phl3_3 ,EH,MRWY263,lava+xeno,5.99,1.83,0.04,2.01,0,0,5.35,0.27,0.36,0,0,0,0,0,1.29,2.71
160,41.79,10.99,0.09,2.96,11.08,0.03,0,24.61,1.86,3.5,,,,,,96.91,mrwy263_phl3_4 ,EH,MRWY263,lava+xeno,5.97,1.85,0.02,2.02,0,0,5.24,0.3,0.42,0,0,0,0,0,1.34,2.66
161,41.67,11.21,0.09,2.61,11.01,0,0,24.88,1.86,2.97,,,,,,96.3,mrwy263_phl3_5 ,EH,MRWY263,lava+xeno,5.95,1.89,0.02,2.01,0,0,5.3,0.3,0.35,0,0,0,0,0,1.18,2.82
162,41.5,11.26,0.09,2.3,11.15,0.02,0,24.65,1.95,3.05,,,,,,95.97,mrwy263_phl3_6 ,EH,MRWY263,lava+xeno,5.94,1.9,0.02,2.03,0,0,5.26,0.31,0.36,0,0,0,0,0,1.04,2.96
163,41.46,11.26,0.07,2.37,10.99,0.04,0,24.4,1.93,2.93,,,,,,95.44,mrwy263_phl3_7 ,EH,MRWY263,lava+xeno,5.96,1.91,0.02,2.01,0,0,5.23,0.31,0.35,0,0,0,0,0,1.08,2.92
164,41.73,11.19,0.12,2.3,11.04,0,0,24.97,1.86,2.7,,,,,,95.91,mrwy263_phl3_8 ,EH,MRWY263,lava+xeno,5.96,1.88,0.03,2.01,0,0,5.31,0.3,0.32,0,0,0,0,0,1.04,2.96
165,41.81,11.19,0.18,2.2,11,0.03,0,25.03,1.96,2.65,,,,,,96.05,mrwy263_phl3_9 ,EH,MRWY263,lava+xeno,5.95,1.88,0.05,2,0,0,5.31,0.31,0.32,0,0,0,0,0,0.99,3.01
166,41.68,11.22,0.13,1.88,11.03,0,0,24.86,1.93,2.61,,,,,,95.34,mrwy263_phl3_10 ,EH,MRWY263,lava+xeno,5.96,1.89,0.04,2.01,0,0,5.3,0.31,0.31,0,0,0,0,0,0.85,3.15
167,41.67,11.12,0.1,2.44,10.94,0.02,0,24.99,1.85,2.76,,,,,,95.9,mrwy263_phl3_11 ,EH,MRWY263,lava+xeno,5.96,1.87,0.03,2,0,0,5.33,0.3,0.33,0,0,0,0,0,1.1,2.9
168,41.85,11.09,0.09,2.61,11.03,0.03,0,25.18,1.82,2.67,,,,,,96.37,mrwy263_phl3_12 ,EH,MRWY263,lava+xeno,5.97,1.86,0.03,2.01,0,0,5.35,0.29,0.32,0,0,0,0,0,1.18,2.82
169,41.87,11.07,0.1,2.27,11.04,0.03,0.01,25.17,1.77,2.68,,,,,,96,mrwy263_phl3_13 ,EH,MRWY263,lava+xeno,5.97,1.86,0.03,2.01,0,0,5.35,0.28,0.32,0,0,0,0,0,1.02,2.98
170,41.63,11.29,0.07,2.57,10.92,0.02,0,25.05,1.86,2.89,,,,,,96.3,mrwy263_phl3_14 ,EH,MRWY263,lava+xeno,5.94,1.9,0.02,1.99,0,0,5.33,0.3,0.34,0,0,0,0,0,1.16,2.84
171,41.82,11.18,0.09,2.64,11.06,0,0,25.2,1.76,2.68,,,,,,96.43,mrwy263_phl3_15 ,EH,MRWY263,lava+xeno,5.96,1.88,0.03,2.01,0,0,5.36,0.28,0.32,0,0,0,0,0,1.19,2.81
172,41.57,11.22,0.09,2.69,10.98,0.05,0,24.37,1.92,3.76,,,,,,96.64,mrwy263_phl3_16 Line 001 ,EH,MRWY263,lava+xeno,5.94,1.89,0.02,2,0.01,0,5.19,0.31,0.45,0,0,0,0,0,1.22,2.78
173,41.47,11.12,0.08,2.64,11.11,0.02,0,24.2,1.92,3.86,,,,,,96.42,mrwy263_phl3_16 Line 002 ,EH,MRWY263,lava+xeno,5.95,1.88,0.02,2.03,0,0,5.17,0.31,0.46,0,0,0,0,0,1.2,2.8
174,41.44,11.04,0.08,2.46,11,0.02,0,24.08,1.93,3.98,,,,,,96.03,mrwy263_phl3_16 Line 003 ,EH,MRWY263,lava+xeno,5.96,1.87,0.02,2.02,0,0,5.16,0.31,0.48,0,0,0,0,0,1.12,2.88
175,41.42,11.01,0.08,2.34,11.07,0.04,0.01,24.02,1.91,4.35,,,,,,96.24,mrwy263_phl3_16 Line 004 ,EH,MRWY263,lava+xeno,5.95,1.86,0.02,2.03,0,0,5.14,0.31,0.52,0,0,0,0,0,1.06,2.94
176,41.56,10.92,0.07,2.54,11.06,0.02,0.01,23.72,1.95,4.61,,,,,,96.47,mrwy263_phl3_16 Line 005 ,EH,MRWY263,lava+xeno,5.97,1.85,0.02,2.03,0,0,5.08,0.32,0.55,0,0,0,0,0,1.15,2.85
177,41.19,10.86,0.07,2.25,11.01,0.03,0,23.37,2.17,5,,,,,,95.95,mrwy263_phl3_16 Line 006 ,EH,MRWY263,lava+xeno,5.94,1.85,0.02,2.02,0,0,5.02,0.35,0.6,0,0,0,0,0,1.03,2.97
178,41.21,10.55,0.08,2.02,10.88,0.02,0,22.43,3.3,5.64,,,,,,96.14,mrwy263_phl3_16 Line 007 ,EH,MRWY263,lava+xeno,5.9,1.78,0.02,1.99,0,0,4.79,0.53,0.68,0,0,0,0,0,0.91,3.09
179,40.73,10.2,0.1,1.85,10.84,0.04,0,21.3,4.84,6.07,,,,,,95.98,mrwy263_phl3_16 Line 008 ,EH,MRWY263,lava+xeno,5.81,1.71,0.03,1.97,0,0,4.53,0.78,0.72,0,0,0,0,0,0.83,3.17
180,40.49,9.89,0.12,1.77,10.52,0.05,0,20.35,6.18,6.54,,,,,,95.91,mrwy263_phl3_16 Line 009 ,EH,MRWY263,lava+xeno,5.74,1.65,0.03,1.9,0.01,0,4.3,0.99,0.78,0,0,0,0,0,0.79,3.21
181,40.24,9.61,0.14,1.49,10.52,0.05,0,19.69,6.84,6.69,,,,,,95.27,mrwy263_phl3_16 Line 010 ,EH,MRWY263,lava+xeno,5.72,1.61,0.04,1.91,0.01,0,4.17,1.1,0.8,0,0,0,0,0,0.67,3.33
182,40.42,9.42,0.16,1.52,10.3,0.05,0,19.25,7.23,6.9,,,,,,95.25,mrwy263_phl3_16 Line 011 ,EH,MRWY263,lava+xeno,5.74,1.58,0.05,1.86,0.01,0,4.07,1.16,0.82,0,0,0,0,0,0.68,3.32
183,40.52,9.32,0.16,1.3,10.4,0.04,0,19.08,7.8,7.07,,,,,,95.69,mrwy263_phl3_16 Line 012 ,EH,MRWY263,lava+xeno,5.7,1.55,0.04,1.87,0.01,0,4,1.24,0.83,0,0,0,0,0,0.58,3.42
184,40.31,9.1,0.16,1.38,10.46,0.04,0,18.92,8.01,7.19,,,,,,95.57,mrwy263_phl3_16 Line 013 ,EH,MRWY263,lava+xeno,5.69,1.51,0.04,1.88,0.01,0,3.98,1.28,0.85,0,0,0,0,0,0.62,3.38
185,40.67,9.11,0.16,1.34,10.16,0.05,0,18.85,8.28,7.34,,,,,,95.96,mrwy263_phl3_16 Line 014 ,EH,MRWY263,lava+xeno,5.7,1.5,0.04,1.82,0.01,0,3.94,1.31,0.86,0,0,0,0,0,0.59,3.41
186,40.35,8.95,0.16,1.5,10.23,0.06,0,18.77,8.38,7.42,,,,,,95.82,mrwy263_phl3_16 Line 015 ,EH,MRWY263,lava+xeno,5.68,1.48,0.04,1.84,0.01,0,3.94,1.33,0.87,0,0,0,0,0,0.67,3.33
187,40.31,8.92,0.18,1.37,10.27,0.07,0,18.64,8.48,7.41,,,,,,95.65,mrwy263_phl3_16 Line 016 ,EH,MRWY263,lava+xeno,5.67,1.48,0.05,1.84,0.01,0,3.91,1.35,0.87,0,0,0,0,0,0.61,3.39
188,40.28,8.85,0.16,1.28,10.24,0.07,0.01,18.52,8.58,7.52,,,,,,95.51,mrwy263_phl3_16 Line 017 ,EH,MRWY263,lava+xeno,5.67,1.47,0.04,1.84,0.01,0,3.89,1.36,0.89,0,0,0,0,0,0.57,3.43
189,40.29,8.78,0.16,1.47,10.29,0.04,0.02,18.44,8.67,7.62,,,,,,95.78,mrwy263_phl3_16 Line 018 ,EH,MRWY263,lava+xeno,5.67,1.46,0.04,1.85,0,0,3.87,1.38,0.9,0,0,0,0,0,0.65,3.35
190,40.45,8.72,0.18,1.28,10.22,0.06,0.01,18.4,8.84,7.52,,,,,,95.68,mrwy263_phl3_16 Line 019 ,EH,MRWY263,lava+xeno,5.68,1.44,0.05,1.83,0.01,0,3.85,1.4,0.88,0,0,0,0,0,0.57,3.43
191,40.2,8.68,0.16,1.16,10.26,0.06,0.01,18.13,9.07,7.67,,,,,,95.4,mrwy263_phl3_16 Line 020 ,EH,MRWY263,lava+xeno,5.65,1.44,0.04,1.84,0.01,0,3.8,1.44,0.9,0,0,0,0,0,0.52,3.48
192,40.52,8.58,0.14,1.1,10.17,0.06,0.01,17.79,9.5,7.88,,,,,,95.75,mrwy263_phl3_16 Line 021 ,EH,MRWY263,lava+xeno,5.66,1.41,0.04,1.81,0.01,0,3.71,1.5,0.92,0,0,0,0,0,0.49,3.51
193,44.27,9.53,0.12,0.65,11.17,0.06,0.01,14.45,8.65,7.59,,,,,,96.5,mrwy263_phl3_16 Line 022 ,EH,MRWY263,lava+xeno,6.08,1.54,0.03,1.96,0.01,0,2.96,1.34,0.87,0,0,0,0,0,0.28,3.72
196,41.99,11.07,0.12,2.05,11.04,0,0,24.55,1.88,2.93,,,,,,95.63,mrwy263_phl4_1 ,EH,MRWY263,lava+xeno,6,1.86,0.03,2.01,0,0,5.23,0.3,0.35,0,0,0,0,0,0.93,3.07
197,41.66,11.33,0.15,1.79,11.03,0,0.01,24.55,1.96,2.81,,,,,,95.3,mrwy263_phl4_2 ,EH,MRWY263,lava+xeno,5.95,1.91,0.04,2.01,0,0,5.23,0.32,0.34,0,0,0,0,0,0.81,3.19
198,41.35,11.38,0.18,1.22,10.86,0,0.01,24.34,1.99,2.74,,,,,,94.07,mrwy263_phl4_3 ,EH,MRWY263,lava+xeno,5.95,1.93,0.05,1.99,0,0,5.22,0.32,0.33,0,0,0,0,0,0.55,3.45
199,41.48,11.14,0.11,1.78,11.17,0,0.01,24.35,1.9,2.8,,,,,,94.74,mrwy263_phl4_4 ,EH,MRWY263,lava+xeno,5.97,1.89,0.03,2.05,0,0,5.23,0.31,0.34,0,0,0,0,0,0.81,3.19
200,41.72,11.1,0.12,2.21,11,0.01,0,24.52,1.87,2.86,,,,,,95.41,mrwy263_phl4_5 ,EH,MRWY263,lava+xeno,5.98,1.88,0.03,2.01,0,0,5.24,0.3,0.34,0,0,0,0,0,1,3
201,41.42,11.14,0.07,2.35,11.14,0,0.03,24.54,1.84,3.23,,,,,,95.76,mrwy263_phl4_6 ,EH,MRWY263,lava+xeno,5.95,1.89,0.02,2.04,0,0,5.25,0.3,0.39,0,0,0,0,0,1.07,2.93
202,41.5,11.27,0.09,1.83,11.12,0.01,0,24.57,1.74,2.62,,,,,,94.75,mrwy263_phl4_7 ,EH,MRWY263,lava+xeno,5.97,1.91,0.03,2.04,0,0,5.27,0.28,0.32,0,0,0,0,0,0.83,3.17
203,41.43,11.36,0.14,1.31,10.94,0.01,0.01,24.26,1.99,2.69,,,,,,94.14,mrwy263_phl4_8 ,EH,MRWY263,lava+xeno,5.96,1.93,0.04,2.01,0,0,5.2,0.32,0.32,0,0,0,0,0,0.6,3.4
205,41.74,10.58,0.18,2.8,11.02,0.02,0.01,25.14,1.73,3.15,,,,,,96.38,mrwy263_phl5_1 ,EH,MRWY263,lava+xeno,5.98,1.79,0.05,2.02,0,0,5.37,0.28,0.38,0,0,0,0,0,1.27,2.73
206,41.97,10.66,0.13,2.75,10.93,0.03,0.01,25.21,1.77,3.2,,,,,,96.65,mrwy263_phl5_2 ,EH,MRWY263,lava+xeno,5.99,1.79,0.04,1.99,0,0,5.36,0.29,0.38,0,0,0,0,0,1.24,2.76
207,41.46,10.82,0.12,2.7,10.96,0.03,0.06,25.32,1.78,3.32,,,,,,96.57,mrwy263_phl5_3 ,EH,MRWY263,lava+xeno,5.93,1.82,0.03,2,0,0.01,5.4,0.29,0.4,0,0,0,0,0,1.22,2.78
208,41.83,10.91,0.17,1.72,11,0.02,0,25.2,1.73,2.7,,,,,,95.29,mrwy263_phl6_1 ,EH,MRWY263,lava+xeno,5.98,1.84,0.05,2.01,0,0,5.37,0.28,0.32,0,0,0,0,0,0.78,3.22
209,41.96,11.18,0.16,1.93,10.89,0,0.01,25,1.79,2.84,,,,,,95.76,mrwy263_phl6_2 ,EH,MRWY263,lava+xeno,5.98,1.88,0.05,1.98,0,0,5.31,0.29,0.34,0,0,0,0,0,0.87,3.13
210,41.76,11.31,0.17,1.46,10.79,0.01,0,24.88,1.85,2.57,,,,,,94.8,mrwy263_phl6_3 ,EH,MRWY263,lava+xeno,5.97,1.9,0.05,1.97,0,0,5.3,0.3,0.31,0,0,0,0,0,0.66,3.34
211,41.83,11.25,0.12,1.86,10.89,0.02,0,25,1.8,2.69,,,,,,95.46,mrwy263_phl6_4 ,EH,MRWY263,lava+xeno,5.97,1.89,0.03,1.98,0,0,5.32,0.29,0.32,0,0,0,0,0,0.84,3.16
212,41.54,11.22,0.18,1.6,10.95,0.01,0.01,24.79,1.85,2.65,,,,,,94.81,mrwy263_phl6_5 ,EH,MRWY263,lava+xeno,5.96,1.9,0.05,2,0,0,5.3,0.3,0.32,0,0,0,0,0,0.73,3.27
